Date	Articles	Price	Price-Change	Change
2010-03-26	[(('whi', 'googl', 'translat', 'wont', 'put', 'job'),), (('googl', 'offer', 'build', 'highspe', 'broadband', 'network', 'citi', 'brought', 'competit', 'spirit', 'nationwid'), ('in', 'post', 'googl', 'offici', 'blog', 'monday', 'david', 'drummond', 'compani', 'senior', 'vice', 'presid', 'chief', 'legal', 'offic', 'explain', 'today', 'stop', 'censor', 'search', 'servicesgoogl', 'search', 'googl', 'news', 'googl', 'imageson', 'googlecn'), ('googl', 'said', 'would', 'direct', 'user', 'uncensor', 'version', 'base', 'hong', 'kong', 'china', 'tuesday', 'said', 'case', 'would', 'affect', 'tie', 'us', 'unless', 'politic', 'other'), ('googl', 'may', 'hope', 'profit', 'vast', 'collect', 'knowledg', 'the', 'internet', 'search', 'giant', 'seek', 'hire', 'bond', 'trader', 'analyst', 'accord', 'job', 'post', 'unearth', 'busi', 'insid')), (('googl', 'china', 'oper', 'came', 'pressur', 'content', 'uncensor', 'hong', 'kong', 'site', 'block'), ('should', 'multin', 'like', 'googl', 'play', 'greater', 'role', 'challeng', 'beij', 'polici')), (('the', 'european', 'union', 'highest', 'court', 'gave', 'googl', 'broad', 'latitud', 'sell', 'advertis', 'link', 'trademark', 'search', 'engin'), ('china', 'intransig', 'flow', 'inform', 'could', 'harm', 'link', 'global', 'economi', 'sulli', 'imag'), ('googl', 'decis', 'close', 'search', 'servic', 'china', 'principl', 'acknowledg', 'internet', 'compani', 'enabl', 'censorship'), ('pari', 'the', 'european', 'union', 'highest', 'court', 'tuesday', 'gave', 'googl', 'broad', 'latitud', 'sell', 'advertis', 'spot', 'rival', 'trademark', 'brand', 'user', 'search', 'name', 'like', 'loui', 'vuitton', 'but', 'also', 'said', 'search', 'engin', 'might'), ('a', 'new', 'secur', 'warn', 'pop', 'alert', 'gmail', 'user', 'account', 'access', 'unusu', 'locat', 'foreign', 'countri'), ('china', 'govern', 'feel', 'much', 'fragil', 'let', 'on', 'and', 'that', 'one', 'reason', 'crackdown', 'googl'), ('a', 'googl', 'director', 'said', 'censorship', 'becom', 'human', 'right', 'issu', 'hurt', 'profit')), (('enter', 'person', 'known', 'detail', 'rang', 'search', 'engin', 'make', 'task', 'find', 'relat', 'simpl', 'free'), ('googl', 'stop', 'censor', 'result', 'chines', 'search', 'engin', 'mani', 'under', 'page', 'still', 'block', 'meanwhil', 'chines', 'say', 'googl', 'risk', 'govern', 'shutdown', 'servic', 'would', 'depriv', 'benefit', 'topic'))]	562.69	2.7	1.0
2010-04-01	[(('how', 'use', 'new', 'featur', 'googl', 'calendar', 'reschedul', 'event'), ('a', 'look', 'news', 'interest', 'san', 'francisco', 'bay', 'area'), ('with', 'friday', 'deadlin', 'loom', 'communiti', 'around', 'countri', 'rush', 'get', 'applic', 'googlefinanc', 'ultrahighspe', 'data', 'network'), ('robert', 'wright', 'left', 'bloggingheadstv', 'robert', 'kagan', 'carnegi', 'endow', 'debat', 'inform', 'technolog', 'freedom', 'china')), (('the', 'silenc', 'us', 'corpor', 'googl', 'cri', 'internet', 'freedom', 'underscor', 'increas', 'isol', 'googl', 'look', 'conflict', 'china'),), (('nation', 'interest', 'so', 'global', 'inform', 'compani', 'and', 'theyr', 'alway', 'same'),), (('search', 'tiananmen', 'falun', 'gong', 'corrupt', 'increas', 'time', 'hong', 'kong', 'day', 'googl', 'began', 'offer', 'uncensor', 'chineselanguag', 'search', 'result'), ('doe', 'googl', 'decis', 'withdraw', 'mainland', 'china', 'internet', 'giant', 'medium', 'compani', 'all')), (('user', 'tri', 'access', 'site', 'english', 'chines', 'reach', 'home', 'page', 'unabl', 'complet', 'search'),)]	568.8	6.1	1.0
2010-04-09	[(('googl', 'say', 'identifi', 'cyber', 'attack', 'aim', 'silenc', 'critic', 'chineseback', 'bauxit', 'mine', 'project', 'vietnam'), ('sever', 'french', 'publish', 'hous', 'intend', 'bring', 'joint', 'copyright', 'infring', 'suit', 'googl', 'publish', 'execut', 'said', 'week'), ('american', 'power', 'interest', 'support', 'unfilt', 'internet', 'china'), ('john', 'doerr', 'decis', 'step', 'amazon', 'board', 'came', 'amid', 'inquiri', 'ftc', 'interlock', 'tie', 'amazon', 'appl'), ('john', 'doerr', 'decis', 'step', 'amazon', 'board', 'came', 'amid', 'inquiri', 'ftc', 'interlock', 'tie', 'amazon', 'googl')), (('the', 'suicid', 'prevent', 'inform', 'second', 'instanc', 'googl', 'ad', 'guidanc', 'troubl', 'search', 'term'),), (('the', 'class', 'action', 'lawsuit', 'assert', 'plan', 'digit', 'librari', 'amount', 'largescal', 'copyright', 'infring'), ('lawyer', 'us', 'regul', 'plan', 'recommend', 'govern', 'tri', 'block', 'googl', 'propos', 'acquisit', 'mobil', 'advertis', 'firm', 'admob', 'antitrust', 'ground', 'sourc', 'familiar', 'matter', 'told', 'reuter'))]	566.22	-2.6	2.0
2010-04-16	[(('googl', 'preview', 'rewritten', 'version', 'cloudbas', 'doc', 'applic', 'featur', 'new', 'collabor', 'tool'), ('googl', 'said', 'hard', 'work', 'version', 'ipad', 'killer', 'allow', 'use', 'adob', 'flash', 'video', 'game')), (('three', 'googl', 'employe', 'given', 'sixmonth', 'suspend', 'sentenc', 'clear', 'defam', 'charg'), ('as', 'googl', 'continu', 'shop', 'spree', 'search', 'giant', 'pick', 'plink', 'maker', 'android', 'applic', 'recogn', 'identifi', 'artwork', 'the', 'guardian', 'report'))]	550.145	-16.1	2.0
2010-04-23	[(('incom', 'rose', 'percent', 'googl', 'onlin', 'advertis', 'busi', 'continu', 'hum', 'along', 'nice'), ('googl', 'made', 'chang', 'make', 'search', 'quicker', 'yield', 'correct', 'respons', 'even', 'spellingchalleng'), ('googl', 'propos', 'move', 'print', 'cloud', 'releas', 'new', 'oper', 'system', 'googl', 'chrome')), (('the', 'system', 'struck', 'decemb', 'attack', 'report', 'control', 'access', 'almost', 'googl', 'servic'),), (('a', 'select', 'news', 'interest', 'bay', 'area', 'resid'), ('as', 'offici', 'countri', 'critic', 'googl', 'privaci', 'practic', 'compani', 'releas', 'new', 'tool', 'show', 'govern', 'want', 'peek', 'user', 'data'), ('andi', 'bechtolsheim', 'cofound', 'sun', 'new', 'ventur', 'design', 'switch', 'handl', 'vast', 'amount', 'data', 'low', 'cost')), (('a', 'profil', 'andi', 'bechtolsheim', 'man', 'prove', 'lead', 'network', 'compani', 'miss', 'big', 'opportun'), ('googl', 'talk', 'acquir', 'ita', 'softwar', 'airlin', 'technolog', 'servic', 'provid', 'deal', 'could', 'end', 'cost', 'search', 'giant', 'billion', 'bloomberg', 'news', 'report'), ('googl', 'acquir', 'secret', 'startup', 'agnilux', 'help', 'bring', 'popular', 'web', 'oper', 'system', 'onto', 'new', 'generat', 'tablet', 'comput')), (('this', 'week', 'googl', 'took', 'anoth', 'step', 'toward', 'bring', 'popular', 'web', 'tool', 'onto', 'myriad', 'nontradit', 'comput', 'devic', 'like', 'tablet', 'comput', 'acquir', 'mysteri', 'silicon', 'valley', 'startup', 'call', 'agnilux'),)]	544.99	-5.2	2.0
2010-04-30	[(('pm', 'updat', 'ad', 'blippi', 'explan', 'web', 'site', 'went', 'wrong', 'in', 'articl', 'friday', 'new', 'york', 'time', 'i', 'wrote', 'site', 'let', 'peopl', 'share', 'kind', 'person', 'inform', 'world', 'site'),)]	525.695	-19.3	2.0
2010-05-07	[(('baidu', 'post', 'firstquart', 'net', 'profit', 'million', 'renminbi', 'million', 'million', 'renminbi', 'year', 'ago'),), (('googl', 'unveil', 'new', 'tool', 'report', 'govern', 'request', 'take', 'materi', 'internet', 'provid', 'data', 'user', 'other', 'compani', 'follow', 'suit'),), (('googl', 'offici', 'channel', 'subsidiari', 'youtub', 'indian', 'premier', 'leagu', 'tournament', 'and', 'it', 'whole', 'new', 'line', 'busi'), ('googl', 'invest', 'north', 'dakota', 'wind', 'farm', 'seek', 'financi', 'return', 'hope', 'acceler', 'deploy', 'renew', 'energi')), (('in', 'blog', 'post', 'googl', 'said', 'invest', 'million', 'two', 'north', 'dakota', 'wind', 'farm', 'part', 'larger', 'push', 'expand', 'ventur', 'capit', 'unit'),), (('googl', 'add', 'anoth', 'visual', 'compon', 'search', 'result', 'page', 'offer', 'varieti', 'tool', 'help', 'user', 'narrow', 'queri'),), (('for', 'android', 'phone', 'user', 'basic', 'googl', 'map', 'function', 'provid', 'enough', 'inform', 'figur', 'subway', 'system'), ('googl', 'announc', 'thursday', 'googl', 'goggl', 'applic', 'androidbas', 'mobil', 'phone', 'take', 'photo', 'foreign', 'languag', 'instant', 'translat', 'use', 'googl', 'free', 'languag', 'servic'))]	493.14	-32.6	2.0
2010-05-14	[(('some', 'googl', 'fan', 'turn', 'undistil', 'vat', 'sourc', 'code', 'earli', 'work', 'version', 'compani', 'plan', 'chrome', 'oper', 'system'),), (('googl', 'long', 'dabbl', 'clean', 'energi', 'busi', 'now', 'compani', 'invest', 'generat', 'green', 'power', 'on', 'monday', 'googl', 'said', 'invest', 'million', 'two', 'north', 'dakota', 'wind', 'farm', 'built', 'nextera', 'energi', 'resourc', 'sub'), ('googl', 'ad', 'tool', 'mobil', 'portfolio', 'one', 'narrow', 'search', 'result', 'anoth', 'translat', 'foreign', 'languag')), (('the', 'feder', 'trade', 'commiss', 'want', 'use', 'addit', 'time', 'part', 'better', 'understand', 'competit', 'effect', 'appl', 'purchas', 'quattro', 'wireless', 'admob', 'rival'), ('the', 'feder', 'trade', 'commiss', 'got', 'twoweek', 'extens', 'googl', 'admob', 'review', 'googl', 'million', 'acquisit', 'the', 'new', 'york', 'time', 'report'))]	507.53	14.4	1.0
2010-05-21	[(('the', 'compani', 'focus', 'market', 'phone', 'exist', 'retail', 'channel', 'soon', 'stop', 'sell', 'handset', 'onlin', 'altogeth'), ('just', 'time', 'biketowork', 'week', 'googl', 'ad', 'bicycl', 'direct', 'map', 'applic'), ('the', 'admiss', 'involv', 'scan', 'wifi', 'network', 'improv', 'map', 'product', 'contradict', 'compani', 'previous', 'claim')), (('the', 'compani', 'said', 'program', 'error', 'result', 'collect', 'snippet', 'data', 'happen', 'transmit', 'nonpassword', 'protect', 'wifi', 'network', 'googl', 'camera', 'car', 'pass'),), (('googl', 'decid', 'ad', 'cougar', 'date', 'site', 'famili', 'friend'), ('european', 'regul', 'privaci', 'advoc', 'react', 'angrili', 'disclosur', 'googl', 'systemat', 'collect', 'privat', 'data', 'individu', 'sinc', 'compil', 'streetview', 'photo', 'archiv')), (('berlin', 'european', 'privaci', 'regul', 'advoc', 'react', 'angrili', 'saturday', 'disclosur', 'googl', 'world', 'largest', 'search', 'engin', 'systemat', 'collect', 'privat', 'data', 'sinc', 'compil', 'street', 'view', 'photo', 'archiv'), ('googl', 'flagship', 'nexus', 'one', 'phone', 'debut', 'earlier', 'year', 'much', 'fanfar', 'the', 'phone', 'flashi', 'evoc', 'appl', 'iphon', 'mani', 'respect', 'googl', 'also', 'use', 'tri', 'chang', 'dynam', 'wireless', 'industri', 'se'), ('media', 'equat', 'how', 'headlin', 'chang', 'age', 'googl', 'search', 'engin')), (('googl', 'buy', 'oslolist', 'global', 'ip', 'solut', 'million', 'build', 'realtim', 'audio', 'video', 'internet', 'capabl', 'reuter', 'report'),), (('the', 'demand', 'german', 'regul', 'increas', 'pressur', 'compani', 'collect', 'privat', 'data', 'unsecur', 'home', 'wireless', 'network'), ('a', 'studi', 'hewlettpackard', 'show', 'wast', 'cow', 'dairi', 'farm', 'heat', 'data', 'center', 'nearbi', 'could', 'use', 'profit', 'produc', 'electr', 'run', 'data', 'center'), ('googl', 'chief', 'eric', 'schmidt', 'said', 'tuesday', 'compani', 'prepar', 'fight', 'us', 'govern', 'veri', 'hard', 'regul', 'block', 'search', 'leader', 'acquisit', 'mobil', 'advertis', 'firm', 'admob', 'reuter', 'report'), ('googl', 'deliv', 'vision', 'webcentr', 'futur', 'around', 'softwar', 'develop', 'annual', 'io', 'confer')), (('the', 'crimin', 'investig', 'googl', 'focus', 'collect', 'privat', 'internet', 'data', 'unsecur', 'home', 'wireless', 'network', 'germani'), ('just', 'time', 'biketowork', 'week', 'may', 'googl', 'ad', 'bicycl', 'direct', 'map', 'applic', 'the', 'app', 'allow', 'get', 'navig', 'bike', 'coupl', 'differ', 'way'), ('googl', 'vmware', 'form', 'allianc', 'googl', 'continu', 'charg', 'toward', 'provid', 'webbas', 'busi', 'softwar'))]	472.05	-35.5	2.0
2010-05-28	[(('googl', 'tv', 'promis', 'integr', 'web', 'tv', 'reli', 'tv', 'manufactur', 'use', 'softwar'), ('spain', 'franc', 'czech', 'republ', 'also', 'announc', 'plan', 'investig', 'googl', 'collect', 'data', 'wireless', 'network', 'countri'), ('in', 'revers', 'regulatori', 'fortun', 'googl', 'approv', 'feder', 'trade', 'commiss', 'million', 'acquisit', 'mobil', 'advertis', 'compani', 'admob')), (('six', 'countri', 'join', 'germani', 'move', 'may', 'forc', 'compani', 'disclos', 'data', 'employe', 'collect', 'unsecur', 'wireless', 'network'),), (('the', 'govern', 'look', 'sign', 'googl', 'enorm', 'market', 'power', 'may', 'hurt', 'competit', 'web', 'search', 'advertis'),)]	485.63	13.6	1.0
2010-06-04	[(('googl', 'said', 'need', 'time', 'resolv', 'legal', 'issu', 'concern', 'internet', 'data', 'inadvert', 'collect', 'home', 'wireless', 'network'),), (('googl', 'buy', 'invit', 'media', 'hearst', 'acquir', 'icross'),)]	498.72	13.1	1.0
2010-06-11	[(('the', 'compani', 'resist', 'request', 'european', 'offici', 'agre', 'turn', 'inform', 'collect', 'unsecur', 'wireless', 'network'), ('dealwis', 'along', 'madison', 'avenu', 'quit', 'back', 'frenzi', 'buyup', 'day', 'financi', 'crisi', 'two', 'acquisit', 'announc', 'thursday', 'googl', 'hearst', 'indic', 'thing', 'may', 'pick', 'up', 'particular', 'digit', 'rea'), ('get', 'googl', 'direct', 'deliv', 'inform', 'want', 'see')), (('the', 'australian', 'author', 'announc', 'investig', 'sunday', 'whether', 'googl', 'illeg', 'collect', 'privat', 'inform', 'wireless', 'network', 'ad', 'street', 'view', 'map', 'servic'),), (('as', 'googl', 'continu', 'spruce', 'redesign', 'web', 'site', 'start', 'look', 'similar', 'bing', 'microsoft', 'search', 'engin'), ('the', 'preview', 'amc', 'new', 'seri', 'rubicon', 'sunday', 'take', 'espionag', 'back', 'analog', 'era'))]	488.5	-10.2	2.0
2010-06-18	[(('googl', 'team', 'news', 'organ', 'add', 'top', 'link', 'home', 'page', 'googl', 'news'),)]	500.03	11.5	1.0
2010-06-25	[(('googl', 'headach', 'collect', 'privat', 'data', 'wifi', 'network', 'intensifi', 'attorney', 'general', 'state', 'investig', 'whether', 'googl', 'violat', 'law', 'vehicl', 'use', 'compani', 'snap', 'pictur', 's'),), (('connecticut', 'attorney', 'general', 'lead', 'multist', 'investig', 'whether', 'googl', 'broke', 'law', 'siphon', 'person', 'data', 'wireless', 'network'), ('googl', 'twitter', 'ask', 'appeal', 'court', 'overturn', 'lower', 'court', 'decis', 'bar', 'theflyonthewallcom', 'issu', 'immedi', 'news', 'analyst', 'research', 'sever', 'wall', 'street', 'bank', 'reuter', 'report')), (('motorola', 'introduc', 'latest', 'androidpow', 'smartphon', 'droid', 'x', 'event', 'downtown', 'manhattan'),), (('a', 'billion', 'copyright', 'lawsuit', 'claim', 'copyright', 'infring', 'videoshar', 'site', 'youtub', 'own', 'googl', 'viacom', 'said', 'would', 'appeal'),)]	472.68	-27.3	2.0
2010-07-02	[(('review', 'googl', 'data', 'privaci', 'regul', 'show', 'sign', 'resolv', 'inquiri', 'improp', 'collect', 'inform', 'individu'),), (('in', 'effort', 'placat', 'chines', 'govern', 'preserv', 'web', 'site', 'china', 'googl', 'end', 'automat', 'redirect', 'chines', 'user', 'site', 'hong', 'kong'),), (('the', 'move', 'effort', 'appeas', 'beij', 'googl', 'seek', 'renew', 'licens', 'oper', 'mainland', 'china'), ('googl', 'may', 'soon', 'becom', 'primari', 'sourc', 'ebook', 'web', 'site', 'hundr', 'independ', 'booksel'), ('san', 'francisco', 'googl', 'plan', 'stop', 'automat', 'send', 'user', 'mainland', 'chines', 'uncensor', 'hong', 'kong', 'site', 'effort', 'appeas', 'beij', 'seek', 'renew', 'licens', 'oper', 'china', 'the', 'action', 'expert', 'china', 'say', 'amo'), ('googl', 'say', 'china', 'block', 'search', 'user', 'mainland', 'china'), ('googl', 'introduc', 'new', 'featur', 'news', 'site', 'offer', 'customiz', 'select', 'articl')), (('googl', 'rais', 'salari', 'gay', 'lesbian', 'employe', 'whose', 'partner', 'receiv', 'domest', 'partner', 'benefit', 'compens', 'tax', 'pay', 'heterosexu', 'marri', 'coupl', 'not'), ('the', 'search', 'giant', 'agre', 'acquir', 'ita', 'yearold', 'compani', 'make', 'softwar', 'organ', 'flight', 'price', 'inform', 'million', 'cash'))]	436.55	-36.1	2.0
2010-07-09	[(('the', 'search', 'giant', 'agre', 'acquir', 'ita', 'make', 'softwar', 'organ', 'flight', 'price', 'inform'), ('with', 'rule', 'googl', 'may', 'begin', 'feel', 'sclerosi', 'set', 'antitrust', 'lawyer', 'arriv'), ('googl', 'must', 'stick', 'promis', 'never', 'censor', 'search', 'china', 'again', 'a', 'censor', 'googl', 'wors', 'googl', 'all'), ('this', 'week', 'french', 'competit', 'author', 'offici', 'declar', 'googl', 'monopoli', 'that', 'conclus', 'hard', 'novel', 'decis', 'appear', 'go', 'beyond', 'previous', 'offici', 'rule', 'unit', 'state', 'elsewher')), (('googl', 'plan', 'push', 'android', 'mobil', 'softwar', 'india', 'china', 'explor', 'way', 'develop', 'make', 'money', 'applic'),), (('antitrust', 'regul', 'like', 'take', 'hard', 'look', 'googl', 'acquisit', 'travel', 'softwar', 'compani', 'ita', 'approv', 'it', 'condit'),), (('last', 'week', 'googl', 'announc', 'deal', 'acquir', 'ita', 'bostonarea', 'compani', 'make', 'flight', 'inform', 'softwar', 'the', 'move', 'give', 'googl', 'larg', 'foothold', 'onlin', 'travel', 'search', 'market', 'control', 'critic', 'data', 'sourc', 'use', 'mani', 'of'), ('the', 'european', 'union', 'antitrust', 'chief', 'said', 'wednesday', 'look', 'veri', 'care', 'alleg', 'googl', 'unfair', 'demot', 'rival', 'site', 'search', 'result', 'the', 'associ', 'press', 'report'), ('googl', 'want', 'skip', 'youtub', 'app', 'iphon', 'control', 'appl', 'go', 'straight', 'new', 'youtub', 'mobil', 'site', 'web')), (('in', 'allen', 'compani', 'confer', 'chockful', 'assort', 'medium', 'mogul', 'seem', 'there', 'one', 'thread', 'unifi', 'all', 'googl'),)]	467.49	30.9	1.0
2010-07-16	[(('how', 'know', 'web', 'site', 'problem', 'down', 'you'), ('with', 'renew', 'googl', 'china', 'oper', 'licens', 'allen', 'compani', 'confer', 'sun', 'valley', 'becom', 'game', 'tri', 'catch', 'search', 'giant', 'top', 'execut'), ('david', 'gallagh', 'joseph', 'kahn', 'googl', 'china')), (('the', 'renew', 'allow', 'googl', 'continu', 'oper', 'china', 'end', 'month', 'tension', 'censorship'),), (('the', 'countri', 'strict', 'privaci', 'law', 'consum', 'still', 'flock', 'social', 'network', 'download', 'latest', 'smartphon', 'app'),), (('if', 'googl', 'continu', 'main', 'map', 'inform', 'highway', 'must', 'lead', 'u', 'fair', 'want', 'go'),)]	459.605	-7.9	2.0
2010-07-23	[(('the', 'compani', 'revenu', 'beat', 'analyst', 'expect', 'profit', 'miss', 'expect'), ('googl', 'acquir', 'metaweb', 'startup', 'make', 'connect', 'peopl', 'place', 'thing', 'web')), (('the', 'competit', 'free', 'onlin', 'photo', 'storag', 'got', 'littl', 'hotter', 'tuesday', 'googl', 'said', 'start', 'integr', 'picnik', 'onlin', 'photo', 'edit', 'tool', 'compani', 'purchas', 'earli', 'march', 'googl', 'photo', 'storag', 'web', 'site', 'picasa'), ('googl', 'said', 'friday', 'buy', 'metaweb', 'san', 'francisco', 'startup', 'said', 'made', 'web', 'site', 'smarter')), (('kleiner', 'perkin', 'caufield', 'byer', 'sequoia', 'capit', 'ventur', 'firm', 'made', 'billion', 'dollar', 'back', 'googl', 'invest', 'million', 'jive', 'softwar', 'maker', 'socialnetwork', 'technolog', 'busi', 'bloomberg', 'news', 'report'), ('googl', 'ventur', 'invest', 'trada', 'match', 'small', 'busi', 'search', 'market', 'expert')), (('googl', 'make', 'vast', 'major', 'money', 'sell', 'search', 'ad', 'said', 'wednesday', 'ventur', 'capit', 'arm', 'invest', 'trada', 'startup', 'make', 'easier', 'small', 'busi', 'buy', 'ad', 'crowdsourc', 'work'),)]	490.06	30.5	1.0
2010-07-30	[(('as', 'hottest', 'startup', 'emerg', 'silicon', 'valley', 'sinc', 'twitter', 'zynga', 'maker', 'farmvill', 'game', 'aim', 'maintain', 'momentum'),), (('the', 'founder', 'zynga', 'hottest', 'startup', 'emerg', 'silicon', 'valley', 'sinc', 'twitter', 'look', 'build', 'endur', 'internet', 'icon', 'rival', 'success', 'googl'),), (('yahoo', 'japan', 'announc', 'would', 'use', 'googl', 'technolog', 'power', 'internet', 'search', 'engin', 'put', 'yahoo', 'japan', 'diverg', 'path', 'american', 'cousin'), ('googl', 'hold', 'talk', 'game', 'compani', 'look', 'develop', 'new', 'servic', 'compet', 'facebook', 'social', 'network', 'sphere', 'the', 'wall', 'street', 'journal', 'report', 'cite', 'peopl', 'familiar', 'matter')), (('googl', 'said', 'search', 'engin', 'function', 'normal', 'china', 'small', 'blockag'),)]	484.85	-5.2	2.0
2010-08-06	[(('while', 'googl', 'domin', 'search', 'watch', 'bing', 'case', 'mimick', 'innov'), ('googl', 'may', 'know', 'run', 'search', 'engin', 'sell', 'ad', 'how', 'odd', 'tiffani', 'montagu', 'work', 'compani', 'ms', 'montagu', 'manag', 'googl', 'space', 'initi', 'overse', 'thing', 'like', 'send', 'robot', 'moon', 'ogl', 'mar')), (('googl', 'agre', 'buy', 'slide', 'maker', 'widget', 'social', 'network', 'site', 'like', 'facebook'), ('googl', 'acquisit', 'slide', 'million', 'latest', 'move', 'social', 'network'), ('googl', 'said', 'would', 'stop', 'develop', 'wave', 'servic', 'enough', 'user')), (('market', 'abl', 'bid', 'use', 'trademark', 'name', 'like', 'loui', 'vuitton', 'prada', 'alreadi', 'unit', 'state', 'canada'), ('an', 'agreement', 'could', 'lay', 'foundat', 'system', 'compani', 'would', 'pay', 'move', 'content', 'faster'))]	500.22	15.4	1.0
2010-08-13	[(('googl', 'deal', 'verizon', 'may', 'undermin', 'net', 'neutral', 'all'),), (('googl', 'wave', 'one', 'googl', 'promin', 'new', 'servic', 'now', 'one', 'promin', 'flop', 'on', 'wednesday', 'googl', 'said', 'would', 'stop', 'develop', 'wave', 'standalon', 'product', 'web', 'site', 'could', 'shutter', 'end', 'of'), ('what', 'cant', 'get', 'googl', 'messag', 'comput', 'send', 'automat', 'queri'), ('googl', 'verizon', 'held', 'confer', 'call', 'discus', 'joint', 'propos', 'net', 'neutral', 'polici')), (('the', 'plan', 'includ', 'except', 'wireless', 'net', 'access', 'critic', 'group', 'want', 'keep', 'network', 'open', 'possibl'),), (('the', 'inquiri', 'aros', 'concern', 'compani', 'illeg', 'collect', 'store', 'person', 'wireless', 'data', 'shot', 'video', 'street', 'view', 'servic'), ('facebook', 'say', 'exempt', 'wireless', 'network', 'net', 'neutral', 'rule', 'mistak', 'break', 'googl', 'longtim', 'alli', 'debat', 'regul', 'internet'))]	486.35	-13.9	2.0
2010-08-20	[(('some', 'idea', 'guarante', 'access', 'broadband', 'internet', 'put', 'forth', 'googl', 'verizon', 'reason', 'principl', 'would', 'danger', 'limit', 'fccs', 'reach'),), (('comput', 'map', 'program', 'includ', 'googl', 'map', 'reshap', 'bike', 'enthusiast', 'travel'),), (('advoc', 'onlin', 'privaci', 'say', 'without', 'internet', 'neutral', 'internet', 'becom', 'like', 'mall', 'le', 'like', 'public', 'squar'), ('group', 'saw', 'googl', 'top', 'alli', 'fight', 'net', 'neutral', 'see', 'propos', 'verizon', 'retreat'), ('googl', 'final', 'stage', 'acquir', 'visual', 'search', 'ecommerc', 'firm', 'likecom', 'million', 'venturebeat', 'said'), ('understand', 'color', 'mean', 'googl', 'colorcod', 'traffic', 'map')), (('a', 'court', 'investig', 'charg', 'googl', 'broke', 'spanish', 'law', 'gather', 'photograph', 'street', 'view', 'photomap', 'servic'),)]	462.02	-24.3	2.0
2010-08-27	[(('the', 'to', 'opinion', 'said', 'search', 'engin', 'could', 'held', 'liabl', 'defam', 'made', 'awar', 'clear', 'illeg', 'content', 'neglig', 'remov', 'it'),), (('with', 'last', 'week', 'news', 'movi', 'googl', 'founder', 'sergey', 'brin', 'larri', 'page', 'work', 'cnet', 'news', 'fun', 'friday', 'pitch', 'cast', 'idea', 'around'),), (('googl', 'could', 'becom', 'bigger', 'part', 'social', 'interact', 'unit', 'phone', 'call', 'email', 'text', 'messag', 'video', 'chat'), ('group', 'edit', 'languag', 'translat', 'edit', 'scan', 'document', 'autom', 'spreadsheet', 'among', 'free', 'featur', 'googl', 'doc'), ('a', 'new', 'featur', 'googl', 'make', 'clear', 'one', 'day', 'internet', 'outrag', 'cellphon', 'compani', 'connect', 'call'), ('on', 'pogu', 'post', 'david', 'pogu', 'write', 'new', 'featur', 'googl', 'make', 'clear', 'one', 'day', 'internet', 'outrag', 'cellphon', 'compani', 'connect', 'call'), ('googl', 'play', 'catchup', 'realtim', 'search', 'engin', 'like', 'twitter'))]	458.83	-3.2	2.0
2010-09-03	[(('googl', 'continu', 'build', 'social', 'expertis', 'acquisit', 'angstro'),), (('now', 'use', 'big', 'technolog', 'compani', 'opensourc', 'softwar', 'becom', 'weapon', 'corpor', 'warfar'), ('pm', 'updat', 'clarifi', 'second', 'paragraph', 'servic', 'offer', 'direct', 'access', 'live', 'updat', 'someth', 'googl', 'ad', 'googl', 'dig', 'deeper', 'realtim', 'search', 'new', 'search', 'page', 'display'), ('googl', 'acquir', 'angstro', 'startup', 'sort', 'news', 'inform', 'across', 'social', 'network', 'like', 'facebook', 'spokesman', 'lead', 'web', 'search', 'provid', 'said', 'sunday', 'reuter', 'report'), ('googl', 'announc', 'acquisit', 'compani', 'month', 'sinc', 'chief', 'execut', 'eric', 'schmidt', 'said', 'expect', 'deal', 'least', 'month'), ('googl', 'move', 'algorithm', 'video', 'show', 'googl', 'beat', 'base', 'week', 'trend', 'topic', 'search', 'result'), ('googl', 'introduc', 'new', 'featur', 'gmail', 'call', 'prioriti', 'inbox', 'hope', 'better', 'highlight', 'import', 'email')), (('in', 'effort', 'challeng', 'facebook', 'googl', 'becom', 'social', 'butterfli', 'the', 'latest', 'proof', 'googl', 'acquisit', 'socialdeck', 'maker', 'social', 'game', 'mobil', 'phone', 'venturebeat', 'report'),), (('a', 'consum', 'watchdog', 'group', 'began', 'advertis', 'campaign', 'aim', 'googl', 'chief', 'execut', 'it', 'hope', 'creat', 'do', 'not', 'track', 'me', 'list', 'web', 'user'),)]	470.3	11.5	1.0
